date,upc,item,paid
7/12/23,2409407012,De Cecco No. 12 Spaghetti,2.99
7/12/23,2409407041,De Cecco Penne Rigate Pasta,2.99
7/12/23,2409407093,De Cecco Farfalle Bow Tie Pasta,2.99
7/12/23,2409407024,De Cecco Rigatoni No. 24 Pasta,1.99
7/12/23,4154807486,Dreyer's/Edy's Slow Churned Double Fudge Brownie Light Ice Cream,2.99
7/12/23,71575610020,Fresh Blackberries,2.77
7/12/23,1111050224,Queen Soopers City Market 2% Reduced Fat Milk,3.19
7/12/23,1111011594,Kroger Manzanilla Olives Stuffed with Pimiento,3.19
7/12/23,1111088639,Colby Jack Cheese Sticks,5.29
7/12/23,1111081211,Garden Variety Canned Sweet Peas,0.89
7/12/23,1111081359,Homestyle Caesar Croutons,1.39
7/12/23,1111078301,Island Nectar Scented 13 Gallon Tall Kitchen Drawstring Trash Bags,8.49
7/12/23,1111085585,Light Brown Sugar,2.29
7/12/23,1111003896,Light Sour Cream,2.29
7/12/23,1111009385,Marshmallows,1.19
7/12/23,1111080250,No Salt Added Cut Green Beans,1.78
7/12/23,1111080514,No Salt Added Sliced Beets,0.99
7/12/23,1111080804,No Salt Added Sweet Golden Whole Kernel Corn,0.89
7/12/23,1111089301,Salted Butter Sticks,4.49
7/12/23,1111086116,Unbleached All Purpose Enriched Flour,2.49
7/12/23,72556430004,La Favorita Ground Beef Burrito,7.47
7/12/23,2113150111,Marie Callender's Chicken Pot Pie Frozen Meal,3
7/12/23,82757520007,Mini Seedless Whole Watermelon,1.99
7/12/23,7066201003,Nissin Top Ramen Chicken Flavor Ramen Noodle Soup,0.98
7/14/23,3040079423,Angel Soft Mega 2-Ply Toilet Paper,11.99
7/14/23,4562,Carrots,0.64
7/14/23,4079,Cauliflower,3.38
7/14/23,4011,Fresh Banana - Each,0.68
7/14/23,4045,Fresh Red Cherries in Bag - 2.25 lb,1.58
7/14/23,71575620002,Fresh Strawberries,2.5
7/14/23,1111000668,Less Sugar Dried Cranberries,2.49
7/14/23,1111050481,Plain Nonfat Greek Yogurt,0.89
7/14/23,85004387100,Large Limes,0.5
7/14/23,4554,Red Cabbage,1.9
7/14/23,1111018168,Romaine Leaf Single Cut Leaf,3.49
7/14/23,7222010151,Seattle Sourdough Baking Co. Waterfront Sourdough Bread,4.99
7/14/23,89824800107,Siggi's Vanilla Skyr Icelandic Style Strained Nonfat Yogurt,1.5
7/14/23,89824800118,Siggi's Icelandic Style Cream-Skyr Strained Low Fat Coconut Yogurt,1.5
7/14/23,89824800106,Siggi's Icelandic Style Skyr Strained Non-Fat Mixed Berries & Acai Yogurt,1.5
7/14/23,1111084938,Simple Truth Organic Black Beans,0.55
7/14/23,1111084940,Simple Truth Organic Tri-Bean Blend,1.25
7/14/23,2500004483,Simply Orange Medium Pulp with Calcium & Vitamin D Orange Juice,3.99
7/14/23,4114312870,Sun-Maid California Sun-Dried Raisins,5.99
7/14/23,7248899859,Torn & Glasser Shelled Brazils,9.49
7/15/23,7107200312,Alessi Con Funghi Porcini Risotto,2.99
7/15/23,3400024502,HERSHEY'S SPECIAL DARK Mildly Sweet Chocolate Full Size Candy Bars,6.99
7/15/23,21239640000,Private Selection Angus Beef Flank Steak,27.24
7/15/23,1111091342,Simple Truth Organic Extra Firm Tofu,1.69
7/15/23,1111003555,Simple Truth Organic Frozen Shelled Mukimame,2.79
7/15/23,2400025605,Take Root Organics Tomato Paste,1.29
7/16/23,4126035669,Non Adhesive Large Width Tender Tape,11.37
7/16/23,4126037293,Rolled Gauze,8.99
7/16/23,1111035121,Waterproof Adhesive Tape,1.99
7/16/23,1111089978,100% Pure Canned Pumpkin,2.29
7/16/23,1111086200,5% Apple Cider Vinegar,1.39
7/16/23,1111080250,No Salt Added Cut Green Beans,0.89
7/16/23,1111086094,Tri-Color Quinoa,3.29
7/16/23,1111008452,Simple Truth Organic Black Chia Seeds,5.99
7/17/23,24194800000,Beef Choice Shoulder Steak (1 Steak),8.27
7/17/23,4550,Brussels Sprouts,1.97
7/17/23,1111085485,Medium Grade A White Eggs,2.19
7/17/23,4225,Large Ripe Avocado,2
7/17/23,4899,Parsley,0.99
7/17/23,1111008489,Private Selection 100% Whole Wheat Bread,2.99
7/17/23,1111091192,Private Selection Petite Cherry Snacking Tomatoes,3.49
7/17/23,71575630021,Simple Truth Organic Blueberries,5
7/19/23,4011,Fresh Banana - Each,1.27
7/19/23,1111050236,Queen Soopers 2% Reduced Fat Milk,2.29
7/19/23,1111058794,Havarti Cheese Slices,2.49
7/19/23,1111080803,Sweet Whole Kernel Canned Golden Corn,0.89
7/19/23,72556430005,La Favorita Beef & Bean Burrito,4.98
7/19/23,72556430094,La Favorita Black Bean & Chile Burrito,5.98
7/22/23,3082,Broccoli Crowns,1.9
7/22/23,7199000010,Colorado Native Day Pack Pale Lager Beer Cans,18.99
7/22/23,1111089978,100% Pure Canned Pumpkin,2.29
7/22/23,1111011393,Private Selection 11 Grain Wide Pan Bread,2.99
7/22/23,1111085486,Simple Truth Organic Original Coconut Bottled Water,5.16
7/22/23,71575630021,Simple Truth Organic Blueberries,2.5
7/24/23,1111091493,Baby Bella Sliced Mushrooms,2.89
7/24/23,81829001699,Chobani Vanilla Oatmilk,4.79
7/24/23,4011,Fresh Banana - Each,1.39
7/24/23,81204900660,Fresh Blueberries,3.99
7/24/23,71575620002,Fresh Strawberries,2.5
7/24/23,4856407403,Guerrero Caseras Soft Taco Flour Tortillas,3.79
7/24/23,1111050224,Queen Soopers City Market 2% Reduced Fat Milk,3.19
7/24/23,1111060639,Arugula,2.99
7/24/23,80430504135,Large Gala Apple,1.34
7/24/23,4470003095,Oscar Mayer Deli Fresh Honey Smoked Deli Turkey Breast Sliced Lunch Meat,4.99
7/24/23,1111091620,Peeled Baby Carrots Bag,1.25
7/24/23,2500004400,Simply Orange High Pulp Orange All Natural Juice,4.39
7/24/23,4812110208,Thomas' Nooks & Crannies Plain English Muffins,3.99
7/24/23,76634204378,Yellow Nectarines,1.89
7/25/23,3663202600,Activia Strawberry Lowfat Probiotic Yogurt,3.29
7/25/23,4078,Corn on the Cob,2.4
7/25/23,4045,Fresh Red Cherries in Bag - 2.25 lb,1.4
7/25/23,1111097017,Heritage Farm Boneless Skinless Chicken Breasts,6.99
7/25/23,1111045043,2% Lowfat Small Curd Cottage Cheese,1.79
7/25/23,4126001265,Loratadine 24 Hour Non-Drowsy Indoor & Outdoor Allergy Relief Tablets 10mg,9.99
7/25/23,1111008424,Ultra Soft Ultimate Softness 3-Ply Facial Tissues,3.18
7/25/23,1111081689,White Unscented Facial Tissues With Lotion,3.18
7/25/23,76101004959,Large Mangos,1
7/25/23,1707710732,Lifeway Low Fat Banana Strawberry Kefir,3.99
7/25/23,4150151945,Ortega Yellow Corn Taco Shells,1.67
7/25/23,4688,Red Hothouse Bell Pepper,1.49
7/25/23,4023,Red Seedless Grapes,2.02
7/25/23,4430010723,Rosarita No Fat Green Chile & Lime Refried Beans,1.25
7/25/23,1111091068,Simple Truth Organic Grape Snacking Tomatoes,0.89
7/28/23,26917300000,Atlantic Salmon Center Cut,17.86
7/28/23,24194800000,Beef Choice Shoulder Steak (1 Steak),11.88
7/28/23,4562,Carrots,1.21
7/28/23,89470001001,Chobani Non-Fat Plain Greek Yogurt,1.29
7/28/23,4889,Cilantro,0.79
7/28/23,8130800125,Cupcake Vineyards Red Velvet Wine,9.99
7/28/23,3125900145,Josh Cellars Pinot Grigio California White Wine,10.99
7/28/23,9605204082,Jumbo Red Onions,0.57
7/28/23,1111089978,100% Pure Canned Pumpkin,2.29
7/28/23,1111080232,Cut Extra Green Beans,0.99
7/28/23,1111086236,Original Cream Cheese Spread,3.39
7/28/23,1111082377,Ready-To-Bake 9-Inch Pie Crusts,4.19
7/28/23,80430504135,Large Gala Apple,1.25
7/28/23,85004387100,Large Limes,0.39
7/28/23,85347600302,Medium Yellow Onions,0.64
7/28/23,1111012351,Simple Truth Oat Milk,3.99
7/31/23,21157800000,Beef Choice Cubed Beef for Stew Value Pack,19.29
7/31/23,3082,Broccoli Crowns,3.57
7/31/23,4889,Cilantro,0.79
7/31/23,7490404011,Fresh Banana - Each,1.71
7/31/23,71575620002,Fresh Strawberries,2.5
7/31/23,7314115253,Glico Pocky Matcha Green Tea Cream Covered Biscuit Sticks,2.19
7/31/23,2700039005,Hunt's Tomato Sauce,0.69
7/31/23,1111050224,Queen Soopers City Market 2% Reduced Fat Milk,3.19
7/31/23,1111091049,Baby Spinach,2.99
7/31/23,1111058794,Havarti Cheese Slices,2.34
7/31/23,85347600302,Medium Yellow Onions,0.65
7/31/23,1111018181,Mini Sweet Peppers,2.99
7/31/23,7373100415,Mission Soft Taco Flour Tortillas,2.99
7/31/23,5000049590,Nestle Rich Milk Chocolate Hot Chocolate Cocoa Mix,2.19
7/31/23,1111008521,Private Selection 7 Grain Wide Pan Sliced Bread,2.99
7/31/23,1111002755,Raw Pecan Halves,9.99
7/31/23,4073,Red Potatoes,3.17
7/31/23,1111001616,Simple Truth Organic Fresh Blueberries,6.99
7/31/23,1111082323,Simple Truth Organic Lentils,1.25
7/31/23,87668101325,Stonefire Original Naan Family Pack,6.99
7/31/23,4812125319,Thomas' Pre-Sliced Everything Bagels,4.29
7/31/23,1111091011,White Whole Mushrooms,2.29
8/2/23,4045,Fresh Red Cherries in Bag - 2.25 lb,1.79
8/2/23,1111089978,100% Pure Canned Pumpkin,4.58
8/2/23,1111080250,No Salt Added Cut Green Beans,0.89
8/2/23,1111080275,No Salt Added French Style Sliced Green Beans,0.89
8/2/23,4636,Red Seeded Grapes,1.33
8/2/23,76634204378,Yellow Nectarines,1.02
8/4/23,24160500000,Beef Choice Boneless Short Ribs (About 4 per Pack),18.79
8/8/23,3663202600,Activia Strawberry Lowfat Probiotic Yogurt,1.49
8/8/23,4562,Carrots,0.55
8/8/23,7079640010,Cento Tomato Paste Tube,3.29
8/8/23,81829001699,Chobani Vanilla Oatmilk,3.49
8/8/23,1114110291,Eight O'Clock Hazelnut Medium Roast Ground Coffee,6.59
8/8/23,71575610020,Fresh Blackberries,2.99
8/8/23,71575610001,Fresh Red Raspberries,3.49
8/8/23,85312400711,Green Onions,0.89
8/8/23,9605204082,Jumbo Red Onions,0.56
8/8/23,1111050236,Queen Soopers 2% Reduced Fat Milk,1.99
8/8/23,1111096921,93/7 Lean Ground Beef,11.91
8/8/23,1111091049,Baby Spinach,3.99
8/8/23,1111004438,Gouda Cheese Slices,2.14
8/8/23,1111058794,Havarti Cheese Slices,2.49
8/8/23,1111085428,Large White Eggs,1.99
8/8/23,1111002510,Original English Muffins,1.79
8/8/23,85004387100,Large Limes,0.39
8/8/23,85741700502,Organic Red Beets,2.79
8/8/23,1111008093,Private Selection Sesame Extra Large Enriched Sandwich Rolls,2.99
8/8/23,4073,Red Potatoes,1.94
8/8/23,89824800106,Siggi's Icelandic Style Skyr Strained Non-Fat Mixed Berries & Acai Yogurt,3
8/8/23,1111091341,Simple Truth Organic Firm Tofu,1.69
8/8/23,87668101325,Stonefire Original Naan Family Pack,6.99
8/8/23,4074,Sweet Red Garnet Yams,2.21
8/8/23,1111091011,White Whole Mushrooms,2.29
8/8/23,76634204378,Yellow Nectarines,0.97
8/8/23,7047000323,Yoplait Original Low Fat French Vanilla Yogurt Pack,0.8
8/8/23,7047000300,Yoplait Original Low Fat Strawberry Yogurt Cup,0.8
8/8/23,4067,Zucchini,0.51
8/12/23,3663202600,Activia Strawberry Lowfat Probiotic Yogurt,0.99
8/12/23,26917300000,Atlantic Salmon Center Cut,12.35
8/12/23,24160500000,Beef Choice Boneless Short Ribs (About 4 per Pack),15.1
8/12/23,3940001969,Bush's Best Maple Cured Bacon Baked Beans,2.39
8/12/23,81451701001,Cantaloupe,2
8/16/23,2480062002,Bakery Fresh Blueberry Muffins,4.99
8/16/23,1466879006,Black Seedless Grapes,3.11
8/16/23,81829001938,Chobani Low-fat Strawberry Greek Yogurt Drink,3.58
8/16/23,81829001698,Chobani Original Oatmilk,4.79
8/16/23,85312400703,Cilantro,0.79
8/16/23,7199038651,Colorado Native Trail Pack Pale Lager Beer Cans,17.99
8/16/23,82854511032,Fit Organic Fruit & Vegetable Wash,8.99
8/16/23,7490404011,Fresh Banana - Each,1.32
8/16/23,71575610020,Fresh Blackberries,2.99
8/16/23,71575620002,Fresh Strawberries,2.99
8/16/23,4856407403,Guerrero Caseras Soft Taco Flour Tortillas,3.79
8/16/23,84013430120,Home Chef Savory Whole Chicken Hot (Available 11AM-7PM DAILY),7.74
8/16/23,9605204082,Jumbo Red Onions,0.43
8/16/23,1111089978,100% Pure Canned Pumpkin,2.29
8/16/23,1111091053,50/50 Salad Blend Mix,3.99
8/16/23,1111085428,Large White Eggs,1.99
8/16/23,1111080275,No Salt Added French Style Sliced Green Beans,0.89
8/16/23,1111085637,Pure Canola Oil,10.29
8/16/23,1111082377,Ready-To-Bake 9-Inch Pie Crusts,4.19
8/16/23,80430504135,Large Gala Apple,1.61
8/16/23,85004387100,Large Limes,0.5
8/16/23,76101004225,Large Ripe Avocado,4
8/16/23,1111018181,Mini Sweet Peppers,2.99
8/16/23,28885800000,National Beef Thin Steak Chuck Beef,12.59
8/16/23,3338366602,Peeled Baby Carrots Bag,1.25
8/16/23,87744800751,Rana Meat Lasagna,14.99
8/16/23,4087,Roma Tomato,0.39
8/16/23,1111091341,Simple Truth Organic Firm Tofu,1.69
8/16/23,1111008499,Simple Truth Organic Tomato Basil Pasta Sauce,3.49
8/16/23,26903600000,Tuna Yellowfin (Wild Caught Frozen),12.08
8/24/23,3663202600,Activia Strawberry Lowfat Probiotic Yogurt,1.74
8/24/23,3663202601,Activia Vanilla Probiotic Lowfat Yogurt,2.99
8/24/23,1111099951,Bakery Fresh Goodness Telera Rolls,3
8/24/23,24160500000,Beef Choice Boneless Short Ribs (About 4 per Pack),12.59
8/28/23,4531028057,AdapTable Meals Chophouse Blend Boneless Pork Ribeye Chops,9.98
8/28/23,4562,Carrots,0.63
8/28/23,81829001698,Chobani Original Oatmilk,4.79
8/28/23,85312400703,Cilantro,0.79
9/2/23,3663202635,Activia Black Cherry Lowfat Probiotic Yogurt,2.99
9/2/23,3663202600,Activia Strawberry Lowfat Probiotic Yogurt,2.99
9/2/23,7107200312,Alessi Con Funghi Porcini Risotto,2.69
9/2/23,7107200315,Alessi Risotto with Cheese and Broccolini,2.69
9/2/23,7680850108,Barilla Blue Box Farfalle Bow Tie Non-GMO Certified & Kosher Pasta,1.99
9/2/23,3100067103,Bertolli Chicken Parmigiana & Penne Frozen Skillet Meal,9.49
9/2/23,3997850103,7E2Q8GDYPJ8ZEWC0JCQ2RHNQVG's Red Mill Old Country Style Muesli,5.49
9/2/23,3082,Broccoli Crowns,1.03
9/2/23,8130800125,Cupcake Vineyards Red Velvet Wine,9.99
9/2/23,70405170424,Curly's Hickory Smoked & Seasoned Baby Back Pork Ribs with Barbeque Sauce,9.99
9/2/23,7490404011,Fresh Banana - Each,1.35
9/2/23,71575620002,Fresh Strawberries,3.69
9/2/23,4856407002,Guerrero Tortillas de Harina Caseras Fajita Flour Tortillas,3.49
9/2/23,7457095239,Haagen-Dazs Caramel Cone Ice Cream Bars,4.99
9/2/23,7457091935,Haagen-Dazs White Chocolate Raspberry Ice Cream Bars,4.99
9/2/23,7248600220,Jiffy Corn Muffin Mix,1.3
9/2/23,1111050224,Queen Soopers City Market 2% Reduced Fat Milk,3.19
9/2/23,1111091049,Baby Spinach,3.49
9/2/23,1111058794,Havarti Cheese Slices,1.49
9/2/23,28888750000,Mercado Chuck Shoulder Steak,13.4
9/2/23,1111012008,Raisin Bran with Oat Clusters Cereal,2.99
9/2/23,1111081209,Small Canned Sweet Peas,0.99
9/2/23,1111003218,Southern Style Potato Salad,3.49
9/2/23,1111058719,Swiss Cheese Slices,1.49
9/2/23,1111010695,Walnut Pieces,5.29
9/2/23,72556430024,La Favorita Burritos Variety Pack,11.79
9/2/23,80430504135,Large Gala Apple,1.53
9/2/23,3900004504,Libby's 100% Pure Canned Pumpkin Puree,3.59
9/2/23,1707710732,Lifeway Low Fat Banana Strawberry Kefir,3.99
9/2/23,76101004046,Medium Ripe Avocado,1.54
9/2/23,1312000286,Ore-Ida Golden Crinkles French Fries Fried Frozen Potatoes,4.99
9/2/23,1111011468,Private Selection Cracked Wheat Extra Large Sandwich Buns,2.99
9/2/23,1111008489,Private Selection 100% Whole Wheat Bread,2.99
9/2/23,1111003931,Private Selection Fresh Colossal Blueberries,3.99
9/2/23,4073,Red Potatoes,2.82
9/2/23,1466879005,Red Seedless Grapes,5.63
9/2/23,4087,Roma Tomato,0.48
9/6/23,24160500000,Beef Choice Boneless Short Ribs (About 4 per Pack),17.17
9/6/23,4550,Brussels Sprouts,2.69
9/6/23,2484219211,Buitoni Four Cheese Ravioli Pasta Family Sized Pasta,8.49
9/6/23,7456200100,Cacique Ranchero Queso Fresco Part Skim Milk Cheese,3.69
9/6/23,4562,Carrots,0.89
9/6/23,4011,Fresh Banana - Each,1.56
9/6/23,81204900660,Fresh Blueberries,5.99
9/6/23,71575620002,Fresh Strawberries,3.69
9/6/23,85312400711,Green Onions,0.99
9/6/23,84013430120,Home Chef Savory Whole Chicken Hot (Available 11AM-7PM DAILY),8.99
9/11/23,28227900000,Beef Choice Bottom Round Roast (1 Roast),15.03
9/11/23,1111103357,Dove Calm Skin Anti-Stress Beauty Bar Soap,7.29
9/15/23,3663202600,Activia Strawberry Probiotic Low Fat Yogurt Cups,3.29
9/15/23,2505,Bakery Fresh Goodness Donut,4.45
9/15/23,85908000201,Bartlett Pear,0.7
9/15/23,21157800000,Beef Choice Cubed Beef for Stew Value Pack,24.04
9/15/23,3082,Broccoli Crowns,1.51
9/19/23,4056,Black Seedless Grapes,2.27
9/19/23,7794800907,Calidad White Corn Tortilla Chips,1.99
9/19/23,7490404011,Fresh Banana - Each,1.05
9/19/23,71575610020,Fresh Blackberries,2.79
9/19/23,4404,Fresh California Yellow Peach – Each,2.17
9/19/23,71575620002,Fresh Strawberries,3.69
9/19/23,68670000406,Gamesa Clasicas Florentinas Caramel Cookies,3.29
9/19/23,1111000641,Fig Bars,2.99
9/19/23,1111087380,Flake White Albacore Tuna in Water,7.17
9/19/23,1111001740,Sweet & Salty Peanut Cashew & Caramel Granola Bars,2.19
9/19/23,2733100033,La Banderita Soft Taco Large Flour Tortillas,3.79
9/19/23,7680000691,Lender's Plain Bagels,2.89
9/19/23,2500004786,Minute Maid Orange Juice Fruit Juice Drink,3.79
9/19/23,1111008495,Private Selection Honey Oat Bread,2.99
9/19/23,85777700423,RXBAR Chocolate Sea Salt Protein Bar,1.67
9/19/23,85777700421,RXBAR Coconut Chocolate Protein Bar,1.67
9/19/23,85777700420,RXBAR Peanut Butter Protein Bar,1.66
9/19/23,1111086062,Simple Truth Organic Blue Corn Tortilla Chips,2.79
9/19/23,4133,Small Gala Apple,2.07
9/19/23,4816,Sweet Jewel Yams,1.57
9/20/23,7027729000,Athenos Traditional Crumbled Feta Cheese,10.99
9/20/23,26917300000,Atlantic Salmon Center Cut,8.51
9/20/23,8130800125,Cupcake Vineyards Red Velvet Wine,9.99
9/20/23,1111039277,Deli Fresh Fried Chicken Cold,9.99
9/20/23,1111097017,Heritage Farm Boneless Skinless Chicken Breasts,9.99
9/20/23,21174600000,Flat Cut Corned Beef Brisket,22.3
9/20/23,7373100291,Mission Garden Spinach Herb Wraps,4.99
9/24/23,2480062002,Bakery Fresh Blueberry Muffins,4.99
9/24/23,24160500000,Beef Choice Boneless Short Ribs (About 4 per Pack),17.26
9/24/23,4437539100,Birchwood Foods Cook in Tray Meatloaf,7.99
9/24/23,7447129013,Café Bustelo Brazil Brazilian Blend Ground Coffee,3.99
9/24/23,4889,Cilantro,0.79
9/24/23,71575620002,Fresh Strawberries,3.69
9/24/23,4300004296,Gevalia Traditional Roast Mild Light Roast Ground Coffee,8.49
9/24/23,85141300308,Green Asparagus,3.83
9/24/23,4089,Green Top Red Radishes 1 Bunch,1.29
9/24/23,9605204082,Jumbo Red Onions,0.71
9/24/23,1111037657,# 2 Unbleached Cone Coffee Filters - Natural Brown,4.99
9/24/23,1111091051,Baby Spring Mix,3.49
9/24/23,1111042133,Distilled Gallon Water,1.49
9/24/23,1111050195,Shredded Parmesan Cheese,2.49
9/24/23,1111080803,Sweet Whole Kernel Canned Golden Corn,0.89
9/24/23,1707710732,Lifeway Banana Strawberry Probiotic Low Fat Kefir Drink,3.99
9/24/23,9605204093,Medium Yellow Onions,0.54
9/27/23,7231004247,Bigelow Decaffeinated Green Tea,2.99
9/27/23,7231004223,Bigelow Earl Grey Decaffeinated Black Tea,2.99
9/27/23,81829001699,Chobani Vanilla Oatmilk,4.79
9/27/23,7349012827,Kedem Concord Grape Juice,13.98
9/27/23,1111003896,Light Sour Cream,2.29
9/27/23,7756713228,Magnum Double Caramel Ice Cream Bars,2.99
